label,path
assembling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/assembling/yt-En4K9IM6S6w_185
pointing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pointing/getty-business-peoplehand-touching-tablet-computer-screen-with-copy-space-video-id496539156_2
skiing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skiing/yt-YEieglXsy2s_552
hanging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/hanging/getty-butchery-to-wet-street-video-id506689760_4
boarding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/boarding/vine-Long-Boarding-zacklegere-hHEuMp1QZZL_1
shaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shaking/vine-Jowl-Shaking-101-hg6rxJYQOiv_1
mopping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/mopping/yt-bUUisp_l2pk_7
painting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/painting/wXmPAdXAgpk_22
emptying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/emptying/getty_R-coins-falling-into-and-overflowing-jar-video-id454155632_10
eating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/eating/0-1-1-0-5-4-5-8-3701105458_19
marrying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/marrying/yt-kbZQmDJYyok_186
placing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/placing/getty-waiter-serving-food-to-couple-dining-at-restaurant-table-video-id622331582_3
rocking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rocking/getty-dad-rocking-his-newborn-close-to-christmas-tree-and-snowstorm-video-id586116406_8
spraying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spraying/getty-girls-spraypaint-graffiti-on-baylor-street-art-wall-in-austin-texas-video-id687041660_9
diving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/diving/getty-man-swim-in-the-swimming-pool-taken-from-underwater-video-id532317620_17
sowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sowing/getty-aerial-view-of-spring-sowing-on-may-15-2017-in-wuchang-heilongjiang-video-id688375806_12
packing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/packing/getty-woman-weighs-lettuce-in-clear-plastic-bags-burlington-vermont-usa-video-id103461160_4
piloting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/piloting/getty-shot-of-airplane-on-runway-and-launches-at-wright-b-flyer-dayton-ohio-video-id179625943_13
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/yt-s-W5oegr8Mo_155
grilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/grilling/getty-barbecue-pork-video-id586896218_4
building,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/building/giphy-xqXd09oSCyvXG_1
packing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/packing/giphy-TjaSrDb8xygLu_0
eating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/eating/getty-view-of-a-male-chimpanzee-eating-a-lemon-in-manyara-national-park-in-video-id817236600_2
digging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/digging/yt-peVnXqa5n2o_35
chewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chewing/giphy-BB4wGtSFdKNsQ_2
roaring,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/roaring/yt-yQq0Q0G7Y10_3
snapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snapping/peeks-www_k_to_keek_Lqzkcab_5
sailing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sailing/vb-sailboat-small-yacht-sailing-in-river-4k-sjsheqtaej1cqz4qb_4
catching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/catching/giphy-RdjQ48dL0InaU_0
diving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/diving/getty-clarks-anemonefish-video-id637682116_7
peeling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/peeling/yt-jl-rs6QKK_U_1102
spitting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spitting/giphy-Uip9YXlJVnqDK_0
dragging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dragging/yt-5bYkeLJzSjM_7
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/yt-0r9AydBj8Y8_1639
sweeping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sweeping/vine-Porto-talking-about-dreams-while-sweeping-what-hHZmDxEYHVV_3
tapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tapping/yt-qu76RieTOHQ_141
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/vine-MezeFzKagi9_1
child+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+speaking/yt-7J8Fk2_fyDU_45
emptying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/emptying/yt-XgnZblcrxX8_52
discussing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/discussing/yt-B4nlRbclBwE_19
ascending,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/ascending/getty-indoor-rock-climbing-video-id615355968_2
autographing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/autographing/getty-we-spotted-the-american-actress-kristen-stewart-coming-back-to-the-video-id138134445_43
crying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/crying/yt-sL1aHX4Z6tc_45
dining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dining/getty-addicted-to-social-network-video-id461916162_5
rafting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rafting/getty-two-people-in-white-raft-floating-down-rapid-and-rocky-shore-in-video-id115747717_10
boiling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/boiling/vb-boiling-carrots-inside-a-pot-uk0-k2y_1
sowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sowing/getty-garden-work-video-id113568705_5
scratching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/scratching/getty-seated-juvenile-gelada-baboon-eating-and-scratching-howletts-wild-video-id157492318_13
diving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/diving/getty-man-with-mask-swimming-underwater-in-tropical-sea-video-id836654602_23
flooding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/flooding/giphy-L7DOQNnGCHYBi_1
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/getty-humpback-whale-surfaces-and-dives-video-id680762297_3
stitching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/stitching/yt--3MMVfPP30k_949
eating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/eating/flickr-7-0-8-7-2-3-0-0-4670872300_21
weeding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/weeding/Lv9vcAF4-vc_81
leaning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/leaning/bing-www_cnn_com_videos_bestoftv_2014_06_10_dnt-tx-road-accident-leads-to-leaning-tower_ktrk_72
slicing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/slicing/yt-fLuHxqoWSy8_217
painting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/painting/yt-kbvIGFh-TTU_99
descending,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/descending/getty_R-female-snowboarder-walking-uphill-in-powder-video-id639356944_13
leaping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/leaping/getty-shot-over-crowded-swimming-pool-at-jones-beach-video-id490981913_4
placing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/placing/getty-doctors-wearing-surgical-gloves-little-rock-arkansas-us-video-id114077033_2
yawning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/yawning/giphy-lHMrb6mLI4mCQ_0
drying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drying/getty-lady-in-yellow-sari-leans-against-post-video-id605474049_6
pointing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pointing/giphy-BaSHYDgSNRYJ2_1
chewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chewing/yt-GDIuUOKVz2M_95
kicking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/kicking/giphy-10ziMGnjRq6UJG_4
skiing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skiing/getty-woman-backcountry-skiing-in-powder-snow-video-id639787152_7
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/yt-WuCG_MkuLqQ_37
trimming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/trimming/getty-cutting-slice-of-white-chocolate-cake-with-dolly-shot-movement-video-id644167318_6
rinsing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rinsing/getty-multiple-exposure-of-woman-in-the-rain-video-id590484978_9
child+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+speaking/yt-FGrKi0PH0F8_329
digging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/digging/yt-Wf01z4vdSAM_135
watering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/watering/getty-fresh-water-pouring-over-an-organic-garden-grown-green-crisp-iceberg-video-id675529846_11
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/yt-VjGOI449dLY_207
yawning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/yawning/getty-business-woman-yawn-on-white-background-video-id492449264_4
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/yt-tvh-hGAzV50_167
taping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/taping/yt-9zN3HoWWAAc_51
skiing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skiing/flickr-5-4-0-4-2-0-1-9-3054042019_3
child+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+speaking/mfYQ_moYeUM_115
child+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+speaking/yt--og_oZjtwac_12
balancing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/balancing/giphy-mQw01RAy2oTLy_3
licking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/licking/getty-police-horses-in-london-int-white-police-horse-in-stable-eating-hay-video-id686013330_37
plunging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/plunging/getty-slow-motion-shot-of-sausages-being-dropped-into-a-hot-frying-pan-video-id840814254_26
adult+male+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+speaking/yt-4X4Fy8YqysY_142
handwriting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/handwriting/getty-handwriting-of-good-night-video-id472844123_2
rafting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rafting/flickr-7-1-7-4-6-5-5-5-2471746555_74
wetting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wetting/vine-blgFxgI2gtH_1.0
swinging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/swinging/getty-young-girl-swinging-on-a-tree-swing-video-id478466526_1
welding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/welding/getty-man-welding-outside-video-id517337613_10
socializing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/socializing/getty-group-of-friends-eating-in-a-restaurant-medellin-colombia-video-id514495422_10
throwing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/throwing/yt-suq1aBMcCc8_3
catching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/catching/getty-young-woman-enjoy-the-winter-environment-video-id640037842_3
clearing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/clearing/getty-prince-william-puts-on-rubber-gloves-to-clean-toilet-and-bathroom-video-id1B07567_0025_32
giving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/giving/getty-granddaughter-surprise-grandmother-with-bouquet-of-flowers-video-id668070060_3
studying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/studying/getty-happy-young-woman-listening-to-music-while-studying-video-id143923761_6
closing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/closing/getty-eye-video-id502911607_2
lecturing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/lecturing/getty-business-meeting-4k-video-id586895760_1
destroying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/destroying/getty-fire-in-costa-rica-video-id598127592_4
unpacking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/unpacking/getty-young-man-unpacks-cardboard-box-video-id456921472_1
closing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/closing/getty-berlin-ubahn-metro-timelapse-video-id460822942_5
boxing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/boxing/giphy-ZQjc7SnYHRxpC_1
drying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drying/yt-lSStFGnN2CA_10
piloting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/piloting/vb-bush-pilot-lands-helicopter-near-maamorilik-greenland-excstab_xijfm2zs6_55
socializing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/socializing/getty-mr-brainwash-talks-about-jerry-lewis-passing-while-shopping-in-hills-video-id836582666_168
throwing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/throwing/yt-tPvPEghe21M_2
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/yt-2TTd2FmYr0g_42
sanding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sanding/yt-Bz9k5cOwDIg_118
playing+videogames,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/playing+videogames/yt--38dDR9k61E_139
removing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/removing/yt-OX3F7R4l3Gc_101
swinging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/swinging/getty-medium-shot-boy-standing-in-tire-swing-older-boy-pushing-him-video-id735-86_8
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/yt-XFmJkpBaO0s_10
balancing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/balancing/getty-walking-over-log-in-beautiful-forest-4k-video-id620322028_10
whistling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/whistling/vine-Mx1lFUmE1Ww_1
covering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/covering/getty-exterior-shots-snow-covered-trees-and-mountains-surrounding-the-town-video-id506495738_6
snapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snapping/giphy-8jOx9u0WWz2Uw_5
clearing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/clearing/getty-close-up-panning-shot-of-nurse-wiping-body-of-newborn-baby-midvale-video-id662495057_12
wetting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wetting/yt-t_ECMtFyWK4_125
injecting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/injecting/yt-Z3NiRF5rmgc_3
queuing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/queuing/getty-large-crowds-wait-in-line-at-the-checkouts-of-a-supermarket-video-id1B012456_0016_5
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/SktD5CxT88I_15
blocking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/blocking/vine-M0OpziPU30p_1
sowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sowing/yt-0kJqlCr80H8_318
rolling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rolling/yt-WvyG6a4aGYc_53
applauding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/applauding/yt-OITyXAaGvQc_1
welding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/welding/getty-sparks-fly-man-uses-welder-video-id657070688_5
jumping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/jumping/giphy-ov3OR3g1H5NdK_5
telephoning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/telephoning/yt-gVGE3vmSrp8_106
feeding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/feeding/yt-EFcHUSFTxPU_220
trimming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/trimming/getty-fresh-fish-processing-at-tsukiji-fish-market-video-id643472326_4
rafting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rafting/yt-8phAio-D5H4_338
sowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sowing/yt-wZBfLYH2Eog_673
raining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/raining/yt-yk_WKsR5Iaw_50
wetting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wetting/getty-divers-swim-over-corals-video-id479627827_2
raining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/raining/yt-cbSJzvsjQIM_58
crafting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/crafting/getty-everything-works-perfect-video-id625436980_6
injecting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/injecting/vb-cosmetic-treatment-with-injection-in-a-clinic-skin-fortification-reysurh-xivglpqb3_1
applauding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/applauding/yt-nWz3lDGkNsA_29
writing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/writing/getty-business-people-reaching-an-agreement-video-id497373691_5
clearing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/clearing/getty-man-in-the-bathroom-video-id582824506_4
driving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/driving/1on_ss8sT_g_91
applauding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/applauding/yt--KYWcpC5yT4_5
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/getty-shot-of-man-driving-speedboat-in-table-rock-lake-branson-missouri-video-id555807185_7
discussing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/discussing/getty-engineers-discussing-blueprint-at-construction-site-video-id522588524_10
chasing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chasing/vine-She-was-fucking-chasing-us-MqZt3LO7m1m_2
smiling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/smiling/getty-businesswoman-crossing-arms-in-office-portrait-video-id139069029_4
floating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/floating/giphy-jfLd7D3pUIoqk_0
applauding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/applauding/yt-PK4z1a895l8_10
baking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/baking/getty-tandoor-traditional-way-for-making-flat-bread-video-id186905186_6
discussing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/discussing/getty-smiling-group-of-female-tech-workers-having-informal-meeting-in-video-id664885768_1
pointing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pointing/getty-closeup-shot-of-a-medal-commemorating-the-defeat-of-the-spanish-in-video-id621060704_5
sneezing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sneezing/giphy-ZD8z2YdNMXdLy_0
burying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/burying/getty-africanamerican-males-working-shoveling-wet-concrete-in-blocked-off-video-id514394141_4
vacuuming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/vacuuming/giphy-jpWP3t4EHCWcM_0
pulling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pulling/yt-DrP8O1r_VnQ_6
running,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/running/yt-DqNgvC24jK8_85
standing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/standing/meta-3937695_204
socializing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/socializing/getty-modern-diagnosis-video-id531339922_12
juggling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/juggling/giphy-OS0Ge0QcUawAo_2
raising,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/raising/yt-QlqPjaChQwY_4
vacuuming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/vacuuming/vine-Do-the-vacuuming-hXeb1aYUllE_3
boxing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/boxing/yt-mjUNrUHa2yk_279
floating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/floating/getty-female-surfer-paddling-in-surf-break-with-surfboard-at-deserted-sandy-video-id647724942_9
grilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/grilling/getty-barbecue-with-delicious-grilled-meat-on-grill-barbecue-party-video-id624725448_1
mowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/mowing/yt-qOEDskqMrfc_40
drumming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drumming/giphy-VzU7TsM2tN0oE_1
landing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/landing/yt-8QEt6hHxb5o_144
swinging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/swinging/getty-young-man-playing-golf-video-id647500424_1
flooding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/flooding/getty-rainstorm-runoff-flows-through-a-desert-canyon-available-in-hd-video-id3B2FBBCC_0087_14
sketching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sketching/giphy-jRfl5eQ4gfw64_1
walking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/walking/yt-gw12YnS-rcs_244
cramming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cramming/yt-XrcYKYA1NPU_32
boiling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/boiling/vb-king-prawns-boiling-in-a-saucepan-seafood-in-thailand-koh-samui-v3zrdk2le_11
eating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/eating/yt-5NFARrV-s7s_356
crouching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/crouching/getty-boy-in-white-rinsing-in-marble-pool-at-mosque-delhi-national-of-video-id125118823_5
dunking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dunking/yt-2C_Vh3Eitrc_2
injecting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/injecting/getty-veterinarians-giving-dog-an-injection-in-clinic-examination-room-video-id589157024_7
plunging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/plunging/yt-2XcZcOR1qHc_42
covering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/covering/getty-children-playing-in-sand-dunes-video-id846155472_8
towing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/towing/yt-7HxRR2qCGPQ_10
emptying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/emptying/getty-close-up-pan-hand-pouring-tan-liquid-into-glass-other-mans-hand-takes-video-id599-119_2
chewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chewing/getty-cows-eating-straw-in-local-farm-in-countryside-of-thailand-video-id622559306_3
photographing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/photographing/getty-woman-photographing-waterfall-video-id844500802_8
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/As49sXNpjdI_125
tapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tapping/yt-RLxjFf_BZgk_85
constructing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/constructing/giphy-cuIj4TtiXcVCo_0
feeding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/feeding/getty-1940s-montage-baby-being-fed-and-playing-in-a-crib-united-states-video-idmr_00004858_5
walking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/walking/getty-kendall-jenner-walks-the-runway-at-alexander-wang-new-york-fashion-video-id845748312_5
raining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/raining/yt-oinjKX9c_eo_35
towing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/towing/yt-BQVLEKpQDyk_54
running,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/running/yt-LaAZoN_DTVo_215
pushing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pushing/giphy-l2JegiA0fraqtMmiY_0
taping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/taping/giphy-UBrxHP3n3o4JW_0
breaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/breaking/getty-aerial-view-moving-forwards-across-the-outer-reef-and-breaking-waves-video-id507433864_27
hunting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/hunting/getty-group-of-tadpoles-feeding-on-newly-metamorphosed-frog-united-kingdom-video-id142444970_10
flying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/flying/getty-aerial-california-san-francisco-video-id469938312_3
